RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore
12,484.95492608099700,212.57506373034800,176.93647548433800,45.94693082370570,87.95215925860880,104.86743375330900,-4.662899105278200,14.725814993701200,15.840086153488700,8,4,1,100.0
13,416.22132040021100,219.56182118595000,63.929605517525000,21.463732094803000,25.194021240911300,281.09068513015800,3.8024039885649600,80.05988019639900,7.168355908648760,11,2,2,100.0
14,106.16955533913800,52.18911177100160,76.22186520165660,27.927679845982500,2.2250125495225200,168.7590892669150,0.9985002054327320,21.51927319658380,8.027810403186200,8,4,0,71.64276282750780
15,90.91248360355030,108.36481769274400,122.74243637084600,102.51679338684700,13.580710556919200,252.867802184069,33.69928100744180,11.785152216899400,5.751221780014520,10,3,2,96.90368407007330
16,91.7022549267169,191.19064696140700,124.72518945945300,64.2358517934928,65.91147418997620,228.21856411667400,39.317909019463000,67.47191381041250,2.427804940784840,13,3,2,100.0
17,152.12112147976900,21.208982455309900,96.33996760246820,84.63456790535100,97.78114891381950,198.34989278033300,30.833683116590100,88.59837059824310,8.407871259915960,13,11,1,98.25065400538940
18,262.37821581611900,108.46205632888700,80.13156968759070,196.49796635881200,11.14621395835170,149.06662449077500,26.49244513745940,25.866865598355600,0.3387900384473720,8,2,0,100.0
19,215.97250932105800,160.43983988435800,197.236062321739,31.34086955918960,46.1948048124762,0.6521351344762510,19.43120699636570,40.745240617775300,9.118204788545190,7,3,1,100.0
20,145.61457009902100,298.8673479133920,164.22472522354500,108.16241415961500,18.06365509475330,184.04028016562500,28.495414958993600,25.187518380076900,14.500128762063100,12,5,3,100.0
21,305.92644736119000,142.36006878673200,86.99603957760900,19.77423101073020,74.50365341015920,106.78723590074900,37.351665609619500,91.58568123726250,19.2149006552895,10,7,3,100.0
22,69.74693032602090,244.81702713429700,145.4584954479140,63.69926265277570,11.805889976181400,35.32865004039560,20.067233495354100,34.33243891763100,1.5722628913206700,9,5,0,83.9085918496112
23,146.07232426760900,129.6201855199850,53.9123386504919,105.50518473492000,23.98417484808900,133.38787908362300,-2.269337799008310,50.02416022654920,5.625814083509900,14,0,2,92.48687487241330
24,183.18092164684600,238.91721678591300,20.033865247466000,189.32634919306800,19.640596764907100,220.66599668499100,-1.807084136564020,90.52671486547710,9.882621032234000,9,5,0,100.0
25,228.03499210851800,178.6244404860330,70.48620511054810,78.24564425669660,55.25197803669780,288.50333840961100,19.19314015642930,59.758228338640500,3.4077589740383300,7,9,3,100.0
26,392.5879806965070,265.9786324507200,80.59456002467880,12.981339242934000,87.31840920006320,112.2314673366250,6.67342698924039,93.95648206918350,2.3365704415260900,18,4,0,100.0
27,99.83689107917990,123.28276570503300,3.3074249121341600,77.63228959206340,51.109020115641900,162.816989611493,35.51236876224850,93.38053731823350,9.04636210901101,5,9,2,67.31327125925890
28,257.1172192068060,181.29132594644400,162.95840032717900,29.148235174795500,5.824345277147130,255.3733150090760,20.582116691798600,51.544091790434900,11.614610577844100,8,4,2,100.0
29,296.2072844310210,189.00560418564800,71.8386804778363,45.997922658289100,56.33889305968310,100.19982598500400,23.824630671168000,62.41443514600340,16.404154530927200,4,5,3,100.0
30,23.22520635999890,125.21488254014200,116.0836331560290,123.61812463299800,79.75209993180090,42.677173491244600,-9.708964494954870,30.72828463416430,19.956068435883600,9,8,3,62.810556405187600
31,303.7724259507190,43.29361310624450,14.792637454191200,13.484773240736300,13.215619730432300,84.56454936980670,14.94242760313120,99.1482236921047,15.485415599743700,14,5,0,100.0
32,85.26206184364580,28.067822073700700,34.999365750116800,92.94475125000750,7.271121434459170,269.7368489425160,11.558236069445600,35.048499437061500,4.426809039326410,11,1,2,71.2177377460239
33,32.525796492639800,5.00146517988993,177.938745065512,121.89231720215300,18.780777755756900,47.817932538551300,25.293592838376600,80.49762891828560,14.95956137522500,6,3,2,61.743040630061500
34,474.44276862666700,262.0602792735640,121.73750557656000,84.37167847349940,74.60863228216270,98.76631830203460,9.131933016668290,38.16721541397030,10.743072486381600,9,8,4,100.0
35,482.81601653728000,70.94247367160840,190.0568100340970,3.825270124746070,59.16804195320020,139.39209315010200,38.82875159435810,38.17380358808070,9.01619151406878,12,3,2,100.0
36,404.19867405823100,63.452024784530400,199.75000687826300,197.10387138057300,54.059465396174900,254.133967047276,23.51015907782010,19.34766340308520,18.714569878145400,13,6,1,100.0
37,152.30688458668500,220.81062012782000,74.37202306661890,73.42315346810710,24.947989463176800,281.3139850958920,22.99591665712950,60.39062297169220,14.04185173839320,9,1,3,100.0
38,48.83605700319190,96.00483392621750,59.76061281665490,155.71543738665300,33.22365952468590,127.74309288997600,35.967057237899100,32.03491043153880,13.633861470879200,13,2,4,63.73041312536870
39,342.11651325607800,151.81340772355100,171.67121103181900,65.12929843749070,96.58850129433420,279.58621450605500,39.76024169491730,23.35552819818570,0.2351192945520040,11,2,1,100.0
40,220.07624686980100,48.75331958923690,199.72228540749100,95.00335139868380,24.06252267293860,48.437728457326400,-0.10896553689433700,30.400002506506000,17.301429827595700,13,8,3,100.0
41,61.019117422389400,287.92371643859100,125.92824684649100,77.6927285221993,90.16454232550890,47.05568756891110,30.5266571607364,32.59838413576270,15.866009548206200,12,13,2,86.94719162981360
42,247.58845505563500,255.4744200051710,159.02814450230400,68.50784590192150,58.05315044577370,284.77524589043900,-1.884025233898630,55.36751105075370,5.978837558608850,6,4,3,100.0
43,17.194260557609200,259.136886889501,156.3491717630550,4.370275441555750,12.32964663712480,152.90404005849900,12.852172652710500,44.733073290000600,5.842268250132170,8,3,2,77.75099304556350
44,454.66020103939100,122.03212457160200,71.06794164390940,72.0041875709007,46.7312378155068,55.77235060618620,-4.9907297833764900,16.794125291976400,1.069569201038000,13,3,3,100.0
45,129.38999080000800,228.70836411215200,114.85407605141700,177.89799807990600,94.85487173608760,146.39711117266900,21.16854892335820,58.2425724606275,1.0171284745735400,12,3,4,100.0
46,331.261142176991,43.16284661693410,166.61138825284300,138.07866771873700,41.85655981373590,234.96334661371500,13.425908170253800,80.89727064298880,13.371890269233600,11,5,2,100.0
47,155.85553804470500,2.5857007775340800,137.62277525221100,29.08457181908800,86.33865647893620,248.0761097170570,21.434947416285800,61.68116448045960,3.724752258155590,6,8,1,100.0
48,260.0340105889050,5.991879773408440,4.232762796407650,118.23100092454800,25.64286946517080,259.1907769947730,23.898037630770700,97.70862270265940,18.47095699677100,8,3,3,100.0
49,273.35513967164000,175.98052122136800,67.3411337795067,178.4461719897740,57.0922151800373,170.87127092622600,20.9716125015619,18.923518733002400,16.84808856049910,8,6,1,100.0
50,92.42722776276350,136.61847157438200,28.89513931892110,140.00680819297100,84.38520582019740,260.0838043103640,4.701456130368660,83.90371030822990,6.977703200643670,16,6,5,90.81340692484430
51,484.7923138822790,155.40460467255600,46.594442415607800,29.736878471339300,92.06884411696950,153.0090626409760,31.847957862183400,55.51234029076000,7.601371036248710,14,6,1,100.0
52,387.5664116805570,2.2389421251658200,181.09789549826500,173.56649934689900,48.58233671513010,182.1179707173230,17.584309968756200,56.94356597907050,6.545531217095610,7,7,2,100.0
53,469.74947078209500,126.80598589722800,7.37865778215363,60.30880265777310,63.968810214542900,227.61594068149400,14.492558660840200,56.71899411845940,1.847898263835190,8,4,2,100.0
54,447.41367521382400,215.42044836025800,43.960142392384700,90.81522886246840,0.29801307823309500,127.63058781315300,39.35319021174370,39.27869451168750,0.628603153004359,6,7,1,100.0
55,298.94998940554300,132.80811059023100,61.91387044764630,105.22855193782900,25.32233075133900,22.074446141632400,4.175395335323840,39.20995128162270,9.042663166797950,11,4,3,100.0
56,460.9371175115580,219.66576189366700,123.37681439327900,170.10132087563900,27.871210374694600,105.04990705730900,16.401515244758700,66.86600559782280,18.860802289829900,10,5,1,100.0
57,44.24625102595980,69.90568931905040,106.8203380171730,186.32149902953200,9.34930116544308,187.1832650387880,24.116228930399600,14.028857684480500,18.344986416382700,8,5,2,77.32339254089270
58,97.9914312095726,243.94260134451800,43.65389657067720,185.9305755581110,27.969501335697700,57.69971089184310,-3.7387033533383200,62.99074407716230,16.19677482242730,7,5,5,87.66106894978490
59,22.613644455269000,176.52937213603600,32.84821344463090,1.590836255708130,32.112203305813900,44.515609049892000,7.711986207326770,75.21316463898240,12.571898548860100,11,9,4,36.20873369715180
60,162.66516538163200,63.22892982897190,47.359606919223800,184.37769711709100,96.87660395681930,87.92416337743130,30.084435799866300,42.06936641278760,17.124448133829000,7,4,0,94.30793603184010
61,194.338644844741,71.01614275614990,100.50592534033100,10.877393200314500,66.86023805608380,9.633438683346410,1.837911729991500,29.562124551367,10.301370354631300,10,4,1,90.29152378404270
62,135.67451588694800,188.4091393708610,54.23555714224070,53.15473136348710,42.600507941634400,223.02686942607600,14.664518245180300,29.2048221450614,3.6032026604126300,10,4,3,99.22517956237700
63,414.36875457596500,248.981877963733,189.52050032154400,102.99757094556700,98.80544606955090,77.61468065650160,21.531530299148600,17.36556880101090,13.683406955784600,13,6,1,100.0
64,178.37666334679500,124.68833460874700,92.77304428576950,95.9851378008788,15.32323202346110,37.27151899097990,23.558117665380000,18.074738728576700,18.412920703569900,6,4,2,96.52971668397840
65,140.46725484369000,77.49012873827770,11.759203308927400,120.94195877747800,47.605119393048500,209.7388247890310,26.415522102391300,25.001908137513300,0.3921019481149360,9,7,1,86.34898311249840
66,271.34804157912400,260.10348207318000,145.85328116732700,95.88924574740120,64.70622070490490,252.87840376298600,33.298865852147200,11.72556145477780,5.028881044158620,13,4,2,100.0
67,70.46211248738130,200.78048752525000,65.76905764179790,186.87513592808400,5.558063448407700,5.962678758533540,9.642972151681880,33.961186677176600,5.308763825425430,11,6,1,73.18459186932580
68,401.09849037702000,134.42564618492300,130.6977864116500,48.1097696429174,71.69988580831190,70.07993122236750,25.331596298192800,37.576164632316400,1.9807907723252200,14,4,4,100.0
69,37.275321839885400,146.37005858379100,55.9188741046464,54.80493880769720,9.98673529219899,283.56969746087500,26.60873238851260,99.56991280205180,4.509884427970990,6,8,1,69.78424678191700
70,493.44346830025900,61.27694038091890,114.14874834666400,184.14758713861100,14.028230859967700,115.57624077983300,5.013706506349510,99.25189638905130,7.679641558228380,9,0,1,100.0
71,386.1223846483290,188.04078901945300,154.43050096149300,15.347902749051200,15.968951246208400,281.5776190145790,38.40789751058210,26.83439621533760,18.79670849696650,5,6,3,100.0
72,99.3578407670862,107.62275316286700,185.6017483549110,121.91216438096200,92.88898266555180,82.26376151120320,33.2609586761031,29.172894228723200,17.20531538253590,11,8,3,100.0
73,2.7610585618012000,298.6935530023050,52.22542888661540,136.34719041312200,68.32355451381680,65.4202906715796,4.493066434978200,54.27157335043890,18.920124485252300,13,5,2,63.56502493424340
74,407.7307142274170,144.05505457856600,66.97139019979620,101.1083446859480,65.54275011031040,64.23252351839880,23.75343383434940,23.390590036393900,2.411435534446780,8,7,1,100.0
75,353.42867192380900,145.76568185688400,92.85328405718790,138.84637576462700,55.549349646499200,25.56859812748150,25.8900317229647,55.363546734237300,0.5609692323851330,20,7,5,100.0
76,364.50358402049400,169.75553622320200,185.43496754719800,34.5509292023934,29.280599869510300,268.9296865527380,11.574181813769000,45.94507343245670,2.1976632882221000,10,3,1,100.0
77,385.63517334297300,275.026800935624,180.27737136213100,170.52644655430800,62.08897045993520,293.95050678987000,33.18716429704830,39.21606019448850,18.28591269705250,5,2,1,100.0
78,37.02232586704520,240.24542995792500,17.975656020127600,28.005137893977100,41.01497198886400,286.3526421814910,24.511467675452000,84.03446537287980,3.1497727707110100,11,5,1,70.82983654461350
79,179.2328642721360,135.33902093935200,26.385965150762200,80.16248886315000,14.541615009261500,255.6084419481820,22.90773425763590,84.53059299937520,11.452734131450500,7,8,0,100.0
80,57.93452976256490,215.6097797918390,99.10183546612770,15.05152026164120,68.95972903277330,254.06637229529300,1.0420186142359100,98.91005202853540,4.551647397215240,8,7,3,88.84179640793840
81,431.55171293779700,175.8706496342290,21.323854561084700,109.04221576348000,12.958216792992300,198.3256401506960,10.392115567479100,30.077930267342400,0.41270849833599000,3,1,2,100.0
82,311.64906341377900,147.7101146103750,69.1161746697395,133.94916148512800,19.066858102117300,247.86411358518400,11.696124456617500,89.94497474293720,1.6924268428515500,9,2,1,100.0
83,165.4490124263250,57.694731835305200,29.67707564349550,188.24432701905800,81.7699311847606,62.502709302914300,26.68305482895100,58.40613367065380,14.195940459328300,13,6,1,88.4588424671483
84,31.779175143011800,139.18087903646700,127.20807102637700,147.86723917920000,66.0117096125154,116.37378911613900,20.919727262877600,63.23134881991170,3.6473290402667800,15,3,2,77.38979014682810
85,155.4911608578310,73.74557610677240,189.89908634783200,108.22058329083000,63.09911542136420,192.25088798842400,-5.706970468686650,90.66638928992740,4.582784108669590,11,11,1,100.0
86,162.5916610133740,274.4526449554960,199.3467540588760,186.52340343406700,41.82027843427240,262.4313997684790,5.384897594362000,94.8367716740488,7.545130016473720,18,8,3,100.0
87,364.80308916903200,100.62204404890400,75.04822649938300,95.68736760817530,39.62805182393710,198.1408387106350,13.652375223077300,75.41301319305740,13.144831202723500,10,3,2,100.0
88,318.77873567760700,285.6792043600120,119.80252742292200,112.24113061977400,69.02626091854010,251.70658750026200,26.836647292849600,41.30581887416120,9.387447859193330,12,6,4,100.0
89,443.60637128816300,159.91658702841300,171.25353070481600,119.21970553401900,74.00055386090460,142.18485475478900,27.178456503983700,54.07011907016550,18.892204319875400,11,6,5,100.0
90,236.10746258097500,189.4633136028480,23.492414559276800,81.99594517731340,51.02132023643110,215.19112131151300,14.527165428581800,65.35484776486990,8.683643814793270,11,10,1,100.0
91,59.79712296915090,162.88213334679800,137.912882210393,167.69653811316500,96.92692443485260,293.994241912526,-4.15338088696612,84.57760350874870,3.982618403949430,12,7,2,100.0
92,356.6223936114980,38.81418509001030,81.76873234501370,37.03518776901180,95.56995589188720,46.046567138927300,4.645170168641950,69.21529348398000,10.722856788180200,8,8,3,100.0
93,380.39252430844900,112.74636570238200,41.229232056032800,110.9684380743220,41.24294900127590,278.076207694767,2.734619112353460,42.890285501886100,9.017792301897340,10,3,1,100.0
94,280.6385987847480,29.74383368328720,80.5507237494884,144.4466512374390,82.06222542831540,156.70918435257100,29.05132051541210,47.6092406224265,15.742766770700600,6,4,1,100.0
95,385.4835899772810,186.88621325501500,15.192057392983400,180.79523437531500,54.32678415984150,192.9654092190170,-1.0006842997173200,14.539393183534700,18.70242461078970,13,1,5,100.0
96,246.89779818219500,134.06225856013200,139.08142971786100,176.7836792868560,51.17558875571750,263.36070207315400,13.24606111975960,93.18410743934220,16.725904560730100,12,4,1,100.0
97,261.36641469099700,233.39549147128100,50.54853374969060,101.74805788602800,5.4964061378651800,122.89625176569500,23.535940175719500,17.93071119965440,7.780794498518840,13,6,4,100.0
98,213.77050917927500,66.14114429981100,62.2811290089756,128.63229023266800,57.397471046831000,125.6077724670150,38.23930764750190,62.193771161699000,4.322322445827190,7,3,2,100.0
99,12.709563372047600,49.369817528800500,24.21625964829260,78.84754722586020,90.05779305631650,158.1545509041300,39.962029011222,88.44866931149400,18.28977874027860,8,4,0,38.88361177239270
100,53.945713496652200,121.89966928913000,172.93182277797800,93.63555257604010,78.0133849195092,5.730625349055170,37.64610717777200,47.877872456350600,7.71879302874336,8,6,3,74.5290875616636
101,15.714592843367100,277.97561496551400,98.68885585654770,181.2531585146100,78.63171446992620,148.99985428300500,25.91211726267680,82.01129387602340,15.404132468974200,10,5,2,87.1407850375464
102,318.2052056318900,213.12654450372400,114.42937555728000,186.1407986384950,15.992903857633900,87.3261794982691,27.322041651104600,82.34344716726660,19.790546824257800,17,4,2,100.0
103,157.17799053816300,125.6770874378760,113.88653661897100,179.08281161340400,35.84494471335640,278.3862547175340,27.96050488045090,15.386143472762200,11.548853630305500,5,3,0,100.0
104,254.2853455823510,155.18165092629300,82.09862290826840,27.674172362727600,23.320491665023600,26.320589625909400,33.1302438273145,47.09293531576500,9.59760936737771,7,9,5,100.0
105,453.78323696304700,25.263903353129500,38.5059830876279,170.01680426612700,31.591528245563600,137.79613860594100,37.5892731426104,72.19229380183390,13.997415649624300,7,9,0,100.0
106,124.64611457443700,295.3727689128340,149.02654969968000,189.67274620429600,57.95393434937250,284.2404511132080,12.285307226016400,48.011815816199500,3.8786196158128200,8,8,3,100.0
107,205.19146151781500,199.92219140847600,25.411253071534900,72.24993891472090,36.47838133702480,270.31057509554300,10.825543902106300,59.06505233614210,9.764794775973000,11,2,2,100.0
108,377.7755692715240,85.62122053902670,20.7747580557621,103.72925788433400,56.06978174642660,210.40453271236500,13.023223118931500,63.501211414597600,6.246615142206520,15,6,4,100.0
109,114.39908274581100,175.7425182645730,142.02900751930100,155.81905116259900,43.850124827457700,176.80831559882200,22.99085857282970,23.610643905811800,3.284557413513600,13,4,2,100.0
110,38.4899549143965,32.84470982069820,41.76740409039680,112.41562751313000,28.661555844972800,84.21928113985200,28.77226981388820,47.078308553367700,12.202730980619100,7,6,1,42.23275689228960
111,144.87572645688400,289.7510006422750,61.35455027056650,198.6967043412500,9.540343420515860,110.08713382573600,33.52721954506650,12.561689951520900,11.514121709162900,11,3,4,100.0
112,80.6106436270022,52.43549636500980,95.04549340034810,91.14267303136570,89.18384573447830,27.040459426238200,12.81053771413030,23.466347487581000,15.224071994850800,,4,3,63.31161645170650
113,464.84882617128700,194.40909541656400,89.87026334590920,142.7885422414760,1.1373366004648700,235.8324893274710,8.168631309006470,56.10286570388490,17.459402484827200,11,8,1,100.0
114,404.06018978220800,73.63633876167910,141.71582501300000,158.51822803930900,0.16524881419711600,97.16093037114350,39.167630735111300,61.622739814492900,4.407519720417790,7,6,2,100.0
115,316.70187825521200,215.26841479456100,124.6863586886720,98.82008315168790,82.6797739763546,200.3345697090620,1.5943810503613100,23.16109659324960,15.594053041076000,6,4,5,100.0
116,435.73029509385900,233.0464101720840,128.87923245637300,171.39676114227500,99.681094032579,107.27843315958400,1.1002417626238600,78.00573431911790,7.347703215058580,15,3,1,100.0
117,401.83603844955700,202.0259186734300,142.81086613109100,109.23091824143900,72.71028277136560,139.2991324188790,25.770372741324800,43.568909908389300,12.576112035868500,8,7,1,100.0
118,93.28502944301790,184.34983807655800,58.52254548469310,82.33015936032630,1.5273838062884700,166.5007417129190,-1.0171352198678800,92.85849359449050,17.004800551916200,7,3,4,82.28507776853630
119,446.27949924498900,267.74072818560400,64.46666236009470,21.564734770389400,22.669022666851300,240.55572251718100,9.970449987306120,44.889645097486600,5.123702305716380,9,7,2,100.0
120,269.67112095782500,23.588013296927400,87.59954957911080,78.68271527008480,97.18227002619610,63.34691326220410,4.619341115712600,23.48298787893440,12.019225679316700,9,4,2,100.0
121,403.72007758203100,99.27442973405860,61.49243460670520,146.78729094665700,80.86042521738350,119.62961604895700,-1.5644771621525700,78.21734128126820,9.60637754400362,11,9,1,100.0
122,448.0456499617470,74.48624388925380,196.98757379417300,184.25728233602100,56.679984380471100,39.02447156754530,18.985361954894700,61.1020720395396,15.811545869014400,10,6,0,100.0
123,159.00173748593200,296.4041886196270,162.81038528428600,50.335880772062100,23.686070944035900,22.72815147637780,8.675574537731440,44.80193514197400,13.944825978822100,9,4,2,100.0
124,55.02596226383840,116.81693390006200,32.930937651205900,71.04710346610050,1.437020592674900,181.40230685063800,13.1117086424223,42.03614470890350,15.392636718064800,11,2,1,58.66724439268210
125,113.96758127097100,219.7838097721200,1.1188311763739000,30.79219882088520,2.0861472637409000,56.7273133076708,-0.20684975872420000,23.569207620154400,5.758862592064160,18,2,2,64.97107952815370
126,213.55389431312800,205.41754916430100,8.556653649453570,138.14457884579400,61.19808635302270,17.939802577829600,28.393340133587800,40.67511647194100,14.087125881781900,8,5,2,100.0
127,409.00738296124700,63.62437124321330,48.81269020858510,192.03768600198500,2.183187635242310,269.1293793619220,5.735604172537290,12.640972688050200,12.116117485192400,7,6,2,100.0
128,430.36529162817200,71.69930406346540,22.85825716737130,128.1904439696350,99.36301419253730,160.29432593561900,7.135908951344940,55.2161722668194,9.133609120915130,3,5,2,100.0
129,3.4760652655953500,84.38536906591020,106.66762297851400,123.41530600124500,18.33838334937380,40.38846222089540,2.607698105005630,90.70513676323620,7.566873807363010,11,7,4,47.603448476036800
130,255.37365128878300,123.33818347781400,171.5990445454720,110.69798610008700,71.07073618692770,16.027838234264900,11.720178605951700,81.57977165937940,6.632000615908620,14,8,0,100.0
131,208.7055015743900,70.29751969515800,147.3500441826460,17.691148137107300,15.505972141241300,35.95801602409680,13.1788313619336,12.566907748379300,0.19348722605659900,8,3,5,100.0
132,111.05390523536500,5.895444824054340,43.121812616438100,145.90076528587700,54.00934210977150,141.4011720961840,16.483345816475800,89.31342936414090,3.391171026135750,10,5,1,72.96701357786670
133,59.9326836668414,263.8179170421590,79.85985120515720,120.40990870987000,8.061128846621760,200.53957655066900,38.378414099097000,50.7092345994298,1.1795642444681300,8,6,2,90.85367309650650
134,168.807585701814,289.68294941426500,101.57884190625600,132.2953537712570,76.67784245332430,192.38402249581400,35.23459040228520,27.180231887394500,16.967150852593400,14,9,2,100.0
135,471.4548519562600,102.47111610947000,162.04116990066700,179.76221860548400,58.492109472483000,43.32692587934960,20.469631549352700,77.71707596938490,17.20177740830160,10,2,4,100.0
136,161.6014660103780,101.55206382764200,167.82432062123300,156.79215741220400,8.616669340141500,190.04668555131300,-8.054826611845130,39.05861951593420,16.923866733785400,7,4,3,100.0
137,259.395310871683,2.127543832311300,181.94366238155500,156.1830504309050,84.85861892000060,121.45968726528000,20.613017043836700,32.798658082316800,16.358395287075700,10,4,3,100.0
138,351.50947944758900,204.07520649911200,101.84905010057500,185.43675377587000,54.7018614776702,139.4231352898400,-5.516569661794190,24.518656610339300,4.426609070559540,11,9,1,100.0
139,181.814801189647,247.63196872458900,138.8549492871730,197.98699029260000,92.1592310013318,240.42912187359500,25.517211925937400,53.79597162102010,9.835723490213480,13,7,1,100.0
140,485.89104136048000,43.982490108000900,22.36007424678740,116.25654639221200,91.66233736781130,99.7498118038915,9.50388232904653,18.405459959450100,18.156875439367900,11,9,1,100.0
141,481.22364747105600,47.89990481014520,113.05779199079600,21.77632320623320,92.05077894865820,44.09971414900610,31.884824578425900,80.7051816202408,15.195635880941300,13,8,0,100.0
142,125.89114791268200,237.02497499143100,49.738361894227000,91.82598155508730,7.778520020046800,262.03594006990200,37.12646226325650,52.36071189997700,0.036405719087218000,10,6,2,100.0
143,248.6242529461930,184.8872245062430,86.34337700532220,157.52022929232900,12.095776175452300,63.6391727599014,10.85551707328050,50.227877513702800,9.18853152807587,8,5,1,100.0
144,150.43915490838500,13.458167288315100,126.81010166134400,5.545064952369840,98.7705809716198,88.20896116639280,13.02776477368730,10.166856083336900,0.21340398519309200,10,10,1,85.49145675612900
145,142.4202471887340,186.7640971386850,51.397187570756200,11.377487671229800,48.7600821398706,211.97701767078700,19.507379050642500,83.60774742777050,5.613220939613500,11,5,4,95.19934602632220
146,18.443473677266400,92.67531685312980,10.437011559352200,13.431556476564300,23.821405282914800,205.06509511728200,-0.1433639070974740,54.355335313442800,8.7152488245377,7,2,2,39.50011727802170
147,304.78216698994800,110.61754664125400,2.0467712817515000,146.20715166566200,76.9664488498658,240.1200063851490,36.36664204141810,49.59050678212130,17.85798585300560,12,3,1,100.0
148,251.33951161443100,230.91942548906400,4.431907108904310,100.23332571263400,26.4285221212482,55.15999243438230,11.649996325068600,78.52463967559520,13.08768568294650,8,2,3,100.0
149,25.739375624994700,243.28055780178300,1.6699475027539300,73.77958870411870,72.72156880186420,105.68396799426100,-1.6589832041996300,15.66086941906850,7.249691309798150,9,4,2,53.686756672878800
150,139.32323211830600,120.10698805194900,22.071011311575100,21.1234090523472,83.72857778497610,37.764971686878300,28.1365916709442,43.00124104856830,9.81309804905842,10,6,5,66.39965318017290
151,454.13294298332700,284.1458808019060,47.897742914026000,146.44805004117800,78.42633772952810,162.31174415058100,0.9575686221992590,61.81605617983810,16.347789771939500,10,7,1,100.0
152,119.78094533348600,121.93881538562200,44.24430283645980,64.20396211017990,27.40478081979350,87.77117776161040,-2.823536246407250,51.45198064652690,5.9931119822742600,6,5,2,73.38629994727540
153,72.44743604561150,231.55081056903300,197.35931883597900,53.06481401293340,40.161857407923700,206.68069230256900,18.143603774700400,26.347500089017700,12.30069550937330,6,4,1,100.0
154,244.7263801387820,145.1631793692780,61.20122104178860,130.4638403107100,41.32510032332760,0.10331039536232200,23.57476276457950,36.93488569122810,5.244937677757010,9,6,0,100.0
155,492.82522705530000,269.2596979566250,25.48415667187980,111.80217851936800,49.12729181044720,17.904899537873800,18.478137033245800,37.01805018828700,9.59926874447325,11,2,4,100.0
156,121.02763575575000,272.32837309505400,109.11250883355200,72.48212836266030,16.737285154013600,129.768090155803,22.82553244736820,99.27737224887040,0.49317007124126700,8,9,0,100.0
157,336.0677737029390,26.22504236132520,171.59149107950200,128.2974941611180,45.24700504143420,287.45524679267100,-4.223799384612780,39.3577406925984,17.04550638983380,11,8,5,100.0
158,380.8098076643590,280.94799939306800,135.61207535753500,54.24430407682360,51.07829905154800,267.2554162077550,13.800901894205400,28.466385628806900,0.9669766302435990,13,4,6,100.0
159,118.81877199620000,247.66045245612500,59.21641782709010,158.96605232086500,53.17089965810520,298.20270841859500,7.85093220442706,84.03734377937320,4.487209996768640,13,3,2,100.0
160,364.10817430593000,237.39321429380000,112.32323195829100,45.863790061530800,81.99004299844580,125.04906745921300,38.66843081200610,47.905412950324800,6.67023757917621,7,6,0,100.0
161,183.8915663596270,60.27340190565670,142.97119484008200,31.76753907640310,51.73344984794950,13.970545882125500,-7.518803291026630,49.947732503834600,12.503222335343600,9,5,0,96.70030910250450
